filename,C_0,tau_0,R_th_0,T_amp_0,C_1,tau_1,R_th_1,T_amp_1
11745676376387-r6760045-n685852_cleaned.parquet,171.773976728167,32.355821322840185,0.18836276564781054,18.259799975825942,158.91197520409867,28.107131184154298,0.17687232914986356,15.77687877618135
12657143383484-r9352821-n43543_cleaned.parquet,,,,,402.957436937821,106.49651836701378,0.2642872636284087,33.64508788031597
11998887952133-r9535192-n386398_cleaned.parquet,148.44575947774035,28.9755015096515,0.19519251753362762,18.18156316258664,119.35762543586372,21.48270630007909,0.1799860396152295,16.337313942007825
12685028509101-r9192091-n851693_cleaned.parquet,170.0377846151718,32.39773838435289,0.1905325834353535,22.705026577469802,158.06005312199392,28.937137075180324,0.18307685277598926,21.00283354511605
12731443252710-r3741709-n976057_cleaned.parquet,,,,,104.28677618078619,18.30824498643555,0.17555672595245747,16.106750904871717
11764409090132-r9102715-n911952_cleaned.parquet,89.62440327628121,13.477674642514694,0.15037951885679682,8.587287059658223,,,,
13267040039230-r1485405-n976057_cleaned.parquet,,,,,176.9384223224622,46.269210470785715,0.2614989433242611,42.112563719937555
13269625421951-r9040233-n911952_cleaned.parquet,,,,,127.397595890122,21.479377806888902,0.1686011235676257,20.90165216281762
13288727937236-r3741709-n851693_cleaned.parquet,112.97141329907383,21.13517272825659,0.18708425530894782,12.954456833175136,77.06814010757732,14.727332531654517,0.19109495196195256,11.675962359626142
13277476779215-r4229531-n911952_cleaned.parquet,,,,,138.83740568384425,25.820855293127085,0.18597909667028384,10.57494573876699
13980215893700-r629115-n43543_cleaned.parquet,221.18410786688543,55.594394886801794,0.25134895731414847,38.07951082251432,,,,
13847056516669-r9352821-n386398_cleaned.parquet,274.7193593623529,45.337728218339244,0.16503288418978546,27.030656741505812,239.6431829003797,41.07921737794676,0.1714182597675791,29.235937175834817
144329733411-r9352821-n43543_cleaned.parquet,,,,,388.9791441276867,23.48402366084766,0.060373477641101424,6.410267696107379
14442148887626-r3405251-n208530_cleaned.parquet,46.6572197974099,5.604503554538998,0.12012082114781565,6.837767731362255,,,,
14513764185295-r3041626-n976057_cleaned.parquet,195.29937365682446,50.65758203352171,0.25938425241719437,39.07178380192676,187.44723214160663,49.366787707264194,0.2633636524969873,38.06446721335595
14626766980775-r629115-n830961_cleaned.parquet,,,,,324.2063863694943,73.38822548260599,0.22636267688745118,6.333631565482388
14655254381796-r3041626-n911952_cleaned.parquet,,,,,126.67642489086262,21.948606082100582,0.17326512096477528,21.825709857002625
14570382631842-r1457839-n976057_cleaned.parquet,,,,,140.76568369598138,25.43527571753728,0.18069230404528921,25.240573957198446
14740767097798-r6272977-n976057_cleaned.parquet,,,,,178.3158765551518,16.799426916476467,0.09421161615567376,9.761101153780631
14873323744391-r4822976-n208530_cleaned.parquet,60.185833297949664,7.373267447576655,0.12250835526485662,19.084323481827607,,,,
14988645739542-r9189566-n911952_cleaned.parquet,,,,,142.60922154439547,7.148595771114258,0.05012716354312922,3.259563521064978
14529616969905-r1485405-n386398_cleaned.parquet,,,,,293.2031788299841,36.84639666629088,0.1256684760831209,18.129443490720252
15273230393997-r9192091-n386398_cleaned.parquet,382.9526900491666,101.94105329603038,0.2661975119771122,30.814005057464428,,,,
15430532554025-r3041626-n851693_cleaned.parquet,,,,,153.09117242643103,20.98208872283504,0.13705616326714148,8.55817732753171
15556909837714-r3741709-n830961_cleaned.parquet,,,,,248.26473982645467,18.13303077868352,0.07303909041356059,5.903772517335739
1556113608070-r3879907-n208530_cleaned.parquet,72.88617607408771,6.537780963412762,0.08969850409997095,12.415641323514945,75.90258690896286,6.6621245488795005,0.08777203544946387,13.02742395105652
15882775351946-r8937440-n830961_cleaned.parquet,,,,,122.48913500954015,23.90808094496917,0.19518531944165557,16.611451790976687
15708427214504-r8579942-n208530_cleaned.parquet,,,,,103.86997733527325,17.363955669586005,0.1671701112780485,8.802175104969358
15126541574528-r6760045-n911952_cleaned.parquet,209.2344582652752,55.16951517660787,0.2636731809569431,36.0562371501344,211.94982668070628,54.67888410242496,0.25798031995938575,34.079202349347284
16165275963595-r8062914-n139058_cleaned.parquet,,,,,137.27956534986973,25.69104941431898,0.1871440177483295,24.754774557112302
16217229824252-r9102715-n976057_cleaned.parquet,,,,,184.74971330663033,31.445044410011555,0.17020348149510794,25.276504965289725
14081814442047-r1457839-n911952_cleaned.parquet,138.49997449093286,24.89261836860696,0.1797301296271112,25.229477301469828,119.14643825712362,19.88394793091252,0.16688663313629254,23.23108400643037
